Run,Times List,Average QBSolv time,Modes,Stoppedness,Goodness,Badness,Remaining Cars
71,"[7.59976585, 7.360506529000002, 7.479552910000002, 7.459792943999993, 7.930149854999996, 7.5329748710000075, 7.430973463000001, 7.598762650000012, 7.364441487000022, 7.356860243, 7.597559439000008, 7.682135748000007, 7.4497218509999925, 7.5058846359999905, 7.7583485669999845, 7.689217138000004, 7.36819493400003, 7.556647105999957, 7.564273728999979, 7.507615976000011, 7.670966859000032, 11.734776162999992, 7.79317119000001, 7.535040262999985, 7.8198994489999905, 7.583038173000034, 7.579078083000013, 7.458540515000038, 11.097041607999984, 7.997527255000023, 7.836728004999998, 7.74259860799998, 7.536741932000041, 11.531650186999968, 7.497534759999894, 8.693260654000028, 7.827950528999963, 7.661312894000048, 7.527384318000031, 7.497216417000004, 7.567412481000019, 7.63409350500001, 7.717025390000003, 7.625256691000004, 7.6076033050001115, 7.55487946400001, 10.186354666999932, 7.4224019340000496, 7.40179410099995, 7.593858698999952, 7.3439572220000855, 7.858185800000001, 7.4749725379999745, 7.555736756999977, 7.39082452599996, 7.4846156830000155, 11.887022035999962, 7.5011101870001085, 25.493227004999994, 11.257967917000087]",,,12487.986111111111,7877,33461898.000000045,6230
72,"[7.59976585, 7.360506529000002, 7.479552910000002, 7.459792943999993, 7.930149854999996, 7.5329748710000075, 7.430973463000001, 7.598762650000012, 7.364441487000022, 7.356860243, 7.597559439000008, 7.682135748000007, 7.4497218509999925, 7.5058846359999905, 7.7583485669999845, 7.689217138000004, 7.36819493400003, 7.556647105999957, 7.564273728999979, 7.507615976000011, 7.670966859000032, 11.734776162999992, 7.79317119000001, 7.535040262999985, 7.8198994489999905, 7.583038173000034, 7.579078083000013, 7.458540515000038, 11.097041607999984, 7.997527255000023, 7.836728004999998, 7.74259860799998, 7.536741932000041, 11.531650186999968, 7.497534759999894, 8.693260654000028, 7.827950528999963, 7.661312894000048, 7.527384318000031, 7.497216417000004, 7.567412481000019, 7.63409350500001, 7.717025390000003, 7.625256691000004, 7.6076033050001115, 7.55487946400001, 10.186354666999932, 7.4224019340000496, 7.40179410099995, 7.593858698999952, 7.3439572220000855, 7.858185800000001, 7.4749725379999745, 7.555736756999977, 7.39082452599996, 7.4846156830000155, 11.887022035999962, 7.5011101870001085, 25.493227004999994, 11.257967917000087]",,,12446.09589041096,7932,33914459.30000012,6230
73,"[7.59976585, 7.360506529000002, 7.479552910000002, 7.459792943999993, 7.930149854999996, 7.5329748710000075, 7.430973463000001, 7.598762650000012, 7.364441487000022, 7.356860243, 7.597559439000008, 7.682135748000007, 7.4497218509999925, 7.5058846359999905, 7.7583485669999845, 7.689217138000004, 7.36819493400003, 7.556647105999957, 7.564273728999979, 7.507615976000011, 7.670966859000032, 11.734776162999992, 7.79317119000001, 7.535040262999985, 7.8198994489999905, 7.583038173000034, 7.579078083000013, 7.458540515000038, 11.097041607999984, 7.997527255000023, 7.836728004999998, 7.74259860799998, 7.536741932000041, 11.531650186999968, 7.497534759999894, 8.693260654000028, 7.827950528999963, 7.661312894000048, 7.527384318000031, 7.497216417000004, 7.567412481000019, 7.63409350500001, 7.717025390000003, 7.625256691000004, 7.6076033050001115, 7.55487946400001, 10.186354666999932, 7.4224019340000496, 7.40179410099995, 7.593858698999952, 7.3439572220000855, 7.858185800000001, 7.4749725379999745, 7.555736756999977, 7.39082452599996, 7.4846156830000155, 11.887022035999962, 7.5011101870001085, 25.493227004999994, 11.257967917000087]",,,12404.918918918918,8060,34373167.4000002,6230
74,"[7.59976585, 7.360506529000002, 7.479552910000002, 7.459792943999993, 7.930149854999996, 7.5329748710000075, 7.430973463000001, 7.598762650000012, 7.364441487000022, 7.356860243, 7.597559439000008, 7.682135748000007, 7.4497218509999925, 7.5058846359999905, 7.7583485669999845, 7.689217138000004, 7.36819493400003, 7.556647105999957, 7.564273728999979, 7.507615976000011, 7.670966859000032, 11.734776162999992, 7.79317119000001, 7.535040262999985, 7.8198994489999905, 7.583038173000034, 7.579078083000013, 7.458540515000038, 11.097041607999984, 7.997527255000023, 7.836728004999998, 7.74259860799998, 7.536741932000041, 11.531650186999968, 7.497534759999894, 8.693260654000028, 7.827950528999963, 7.661312894000048, 7.527384318000031, 7.497216417000004, 7.567412481000019, 7.63409350500001, 7.717025390000003, 7.625256691000004, 7.6076033050001115, 7.55487946400001, 10.186354666999932, 7.4224019340000496, 7.40179410099995, 7.593858698999952, 7.3439572220000855, 7.858185800000001, 7.4749725379999745, 7.555736756999977, 7.39082452599996, 7.4846156830000155, 11.887022035999962, 7.5011101870001085, 25.493227004999994, 11.257967917000087]",,,12364.986666666666,8189,34837173.90000025,6230
75,"[7.59976585, 7.360506529000002, 7.479552910000002, 7.459792943999993, 7.930149854999996, 7.5329748710000075, 7.430973463000001, 7.598762650000012, 7.364441487000022, 7.356860243, 7.597559439000008, 7.682135748000007, 7.4497218509999925, 7.5058846359999905, 7.7583485669999845, 7.689217138000004, 7.36819493400003, 7.556647105999957, 7.564273728999979, 7.507615976000011, 7.670966859000032, 11.734776162999992, 7.79317119000001, 7.535040262999985, 7.8198994489999905, 7.583038173000034, 7.579078083000013, 7.458540515000038, 11.097041607999984, 7.997527255000023, 7.836728004999998, 7.74259860799998, 7.536741932000041, 11.531650186999968, 7.497534759999894, 8.693260654000028, 7.827950528999963, 7.661312894000048, 7.527384318000031, 7.497216417000004, 7.567412481000019, 7.63409350500001, 7.717025390000003, 7.625256691000004, 7.6076033050001115, 7.55487946400001, 10.186354666999932, 7.4224019340000496, 7.40179410099995, 7.593858698999952, 7.3439572220000855, 7.858185800000001, 7.4749725379999745, 7.555736756999977, 7.39082452599996, 7.4846156830000155, 11.887022035999962, 7.5011101870001085, 25.493227004999994, 11.257967917000087]",,"[2, 2, 2, 3, 4, 0, 2, 0, 2, 0, 5, 4, 1, 0, 3, 5, 1, 4, 2, 3, 1, 5, 4, 2, 0, 1, 5, 0, 1, 0, 1, 3, 5, 5, 4, 1]",12366.618421052632,8230,35220448.300000295,6230
76,"[7.59976585, 7.360506529000002, 7.479552910000002, 7.459792943999993, 7.930149854999996, 7.5329748710000075, 7.430973463000001, 7.598762650000012, 7.364441487000022, 7.356860243, 7.597559439000008, 7.682135748000007, 7.4497218509999925, 7.5058846359999905, 7.7583485669999845, 7.689217138000004, 7.36819493400003, 7.556647105999957, 7.564273728999979, 7.507615976000011, 7.670966859000032, 11.734776162999992, 7.79317119000001, 7.535040262999985, 7.8198994489999905, 7.583038173000034, 7.579078083000013, 7.458540515000038, 11.097041607999984, 7.997527255000023, 7.836728004999998, 7.74259860799998, 7.536741932000041, 11.531650186999968, 7.497534759999894, 8.693260654000028, 7.827950528999963, 7.661312894000048, 7.527384318000031, 7.497216417000004, 7.567412481000019, 7.63409350500001, 7.717025390000003, 7.625256691000004, 7.6076033050001115, 7.55487946400001, 10.186354666999932, 7.4224019340000496, 7.40179410099995, 7.593858698999952, 7.3439572220000855, 7.858185800000001, 7.4749725379999745, 7.555736756999977, 7.39082452599996, 7.4846156830000155, 11.887022035999962, 7.5011101870001085, 25.493227004999994, 11.257967917000087]",,,12324.64935064935,8278,35666486.00000028,6230
77,"[7.59976585, 7.360506529000002, 7.479552910000002, 7.459792943999993, 7.930149854999996, 7.5329748710000075, 7.430973463000001, 7.598762650000012, 7.364441487000022, 7.356860243, 7.597559439000008, 7.682135748000007, 7.4497218509999925, 7.5058846359999905, 7.7583485669999845, 7.689217138000004, 7.36819493400003, 7.556647105999957, 7.564273728999979, 7.507615976000011, 7.670966859000032, 11.734776162999992, 7.79317119000001, 7.535040262999985, 7.8198994489999905, 7.583038173000034, 7.579078083000013, 7.458540515000038, 11.097041607999984, 7.997527255000023, 7.836728004999998, 7.74259860799998, 7.536741932000041, 11.531650186999968, 7.497534759999894, 8.693260654000028, 7.827950528999963, 7.661312894000048, 7.527384318000031, 7.497216417000004, 7.567412481000019, 7.63409350500001, 7.717025390000003, 7.625256691000004, 7.6076033050001115, 7.55487946400001, 10.186354666999932, 7.4224019340000496, 7.40179410099995, 7.593858698999952, 7.3439572220000855, 7.858185800000001, 7.4749725379999745, 7.555736756999977, 7.39082452599996, 7.4846156830000155, 11.887022035999962, 7.5011101870001085, 25.493227004999994, 11.257967917000087]",,,12283.73076923077,8319,36119226.70000023,6230
78,"[7.59976585, 7.360506529000002, 7.479552910000002, 7.459792943999993, 7.930149854999996, 7.5329748710000075, 7.430973463000001, 7.598762650000012, 7.364441487000022, 7.356860243, 7.597559439000008, 7.682135748000007, 7.4497218509999925, 7.5058846359999905, 7.7583485669999845, 7.689217138000004, 7.36819493400003, 7.556647105999957, 7.564273728999979, 7.507615976000011, 7.670966859000032, 11.734776162999992, 7.79317119000001, 7.535040262999985, 7.8198994489999905, 7.583038173000034, 7.579078083000013, 7.458540515000038, 11.097041607999984, 7.997527255000023, 7.836728004999998, 7.74259860799998, 7.536741932000041, 11.531650186999968, 7.497534759999894, 8.693260654000028, 7.827950528999963, 7.661312894000048, 7.527384318000031, 7.497216417000004, 7.567412481000019, 7.63409350500001, 7.717025390000003, 7.625256691000004, 7.6076033050001115, 7.55487946400001, 10.186354666999932, 7.4224019340000496, 7.40179410099995, 7.593858698999952, 7.3439572220000855, 7.858185800000001, 7.4749725379999745, 7.555736756999977, 7.39082452599996, 7.4846156830000155, 11.887022035999962, 7.5011101870001085, 25.493227004999994, 11.257967917000087]",,,12244.683544303798,8443,36578218.500000216,6230
79,"[7.59976585, 7.360506529000002, 7.479552910000002, 7.459792943999993, 7.930149854999996, 7.5329748710000075, 7.430973463000001, 7.598762650000012, 7.364441487000022, 7.356860243, 7.597559439000008, 7.682135748000007, 7.4497218509999925, 7.5058846359999905, 7.7583485669999845, 7.689217138000004, 7.36819493400003, 7.556647105999957, 7.564273728999979, 7.507615976000011, 7.670966859000032, 11.734776162999992, 7.79317119000001, 7.535040262999985, 7.8198994489999905, 7.583038173000034, 7.579078083000013, 7.458540515000038, 11.097041607999984, 7.997527255000023, 7.836728004999998, 7.74259860799998, 7.536741932000041, 11.531650186999968, 7.497534759999894, 8.693260654000028, 7.827950528999963, 7.661312894000048, 7.527384318000031, 7.497216417000004, 7.567412481000019, 7.63409350500001, 7.717025390000003, 7.625256691000004, 7.6076033050001115, 7.55487946400001, 10.186354666999932, 7.4224019340000496, 7.40179410099995, 7.593858698999952, 7.3439572220000855, 7.858185800000001, 7.4749725379999745, 7.555736756999977, 7.39082452599996, 7.4846156830000155, 11.887022035999962, 7.5011101870001085, 25.493227004999994, 11.257967917000087]",,,12207.1875,8558,37042599.30000017,6230
80,"[7.59976585, 7.360506529000002, 7.479552910000002, 7.459792943999993, 7.930149854999996, 7.5329748710000075, 7.430973463000001, 7.598762650000012, 7.364441487000022, 7.356860243, 7.597559439000008, 7.682135748000007, 7.4497218509999925, 7.5058846359999905, 7.7583485669999845, 7.689217138000004, 7.36819493400003, 7.556647105999957, 7.564273728999979, 7.507615976000011, 7.670966859000032, 11.734776162999992, 7.79317119000001, 7.535040262999985, 7.8198994489999905, 7.583038173000034, 7.579078083000013, 7.458540515000038, 11.097041607999984, 7.997527255000023, 7.836728004999998, 7.74259860799998, 7.536741932000041, 11.531650186999968, 7.497534759999894, 8.693260654000028, 7.827950528999963, 7.661312894000048, 7.527384318000031, 7.497216417000004, 7.567412481000019, 7.63409350500001, 7.717025390000003, 7.625256691000004, 7.6076033050001115, 7.55487946400001, 10.186354666999932, 7.4224019340000496, 7.40179410099995, 7.593858698999952, 7.3439572220000855, 7.858185800000001, 7.4749725379999745, 7.555736756999977, 7.39082452599996, 7.4846156830000155, 11.887022035999962, 7.5011101870001085, 25.493227004999994, 11.257967917000087]",,"[2, 2, 3, 5, 2, 4, 0, 4, 4, 2, 3, 4, 0, 4, 0, 0, 0, 2, 2, 3, 3, 3, 3, 1, 3, 1, 3, 1, 3, 4, 3, 3, 3, 3, 4, 4]",12216.802469135802,8607,37416952.60000011,6230
81,"[7.59976585, 7.360506529000002, 7.479552910000002, 7.459792943999993, 7.930149854999996, 7.5329748710000075, 7.430973463000001, 7.598762650000012, 7.364441487000022, 7.356860243, 7.597559439000008, 7.682135748000007, 7.4497218509999925, 7.5058846359999905, 7.7583485669999845, 7.689217138000004, 7.36819493400003, 7.556647105999957, 7.564273728999979, 7.507615976000011, 7.670966859000032, 11.734776162999992, 7.79317119000001, 7.535040262999985, 7.8198994489999905, 7.583038173000034, 7.579078083000013, 7.458540515000038, 11.097041607999984, 7.997527255000023, 7.836728004999998, 7.74259860799998, 7.536741932000041, 11.531650186999968, 7.497534759999894, 8.693260654000028, 7.827950528999963, 7.661312894000048, 7.527384318000031, 7.497216417000004, 7.567412481000019, 7.63409350500001, 7.717025390000003, 7.625256691000004, 7.6076033050001115, 7.55487946400001, 10.186354666999932, 7.4224019340000496, 7.40179410099995, 7.593858698999952, 7.3439572220000855, 7.858185800000001, 7.4749725379999745, 7.555736756999977, 7.39082452599996, 7.4846156830000155, 11.887022035999962, 7.5011101870001085, 25.493227004999994, 11.257967917000087]",,,12177.914634146342,8667,37819672.50000011,6230
82,"[7.59976585, 7.360506529000002, 7.479552910000002, 7.459792943999993, 7.930149854999996, 7.5329748710000075, 7.430973463000001, 7.598762650000012, 7.364441487000022, 7.356860243, 7.597559439000008, 7.682135748000007, 7.4497218509999925, 7.5058846359999905, 7.7583485669999845, 7.689217138000004, 7.36819493400003, 7.556647105999957, 7.564273728999979, 7.507615976000011, 7.670966859000032, 11.734776162999992, 7.79317119000001, 7.535040262999985, 7.8198994489999905, 7.583038173000034, 7.579078083000013, 7.458540515000038, 11.097041607999984, 7.997527255000023, 7.836728004999998, 7.74259860799998, 7.536741932000041, 11.531650186999968, 7.497534759999894, 8.693260654000028, 7.827950528999963, 7.661312894000048, 7.527384318000031, 7.497216417000004, 7.567412481000019, 7.63409350500001, 7.717025390000003, 7.625256691000004, 7.6076033050001115, 7.55487946400001, 10.186354666999932, 7.4224019340000496, 7.40179410099995, 7.593858698999952, 7.3439572220000855, 7.858185800000001, 7.4749725379999745, 7.555736756999977, 7.39082452599996, 7.4846156830000155, 11.887022035999962, 7.5011101870001085, 25.493227004999994, 11.257967917000087]",,,12142.734939759037,8724,38236404.00000009,6230
83,"[7.59976585, 7.360506529000002, 7.479552910000002, 7.459792943999993, 7.930149854999996, 7.5329748710000075, 7.430973463000001, 7.598762650000012, 7.364441487000022, 7.356860243, 7.597559439000008, 7.682135748000007, 7.4497218509999925, 7.5058846359999905, 7.7583485669999845, 7.689217138000004, 7.36819493400003, 7.556647105999957, 7.564273728999979, 7.507615976000011, 7.670966859000032, 11.734776162999992, 7.79317119000001, 7.535040262999985, 7.8198994489999905, 7.583038173000034, 7.579078083000013, 7.458540515000038, 11.097041607999984, 7.997527255000023, 7.836728004999998, 7.74259860799998, 7.536741932000041, 11.531650186999968, 7.497534759999894, 8.693260654000028, 7.827950528999963, 7.661312894000048, 7.527384318000031, 7.497216417000004, 7.567412481000019, 7.63409350500001, 7.717025390000003, 7.625256691000004, 7.6076033050001115, 7.55487946400001, 10.186354666999932, 7.4224019340000496, 7.40179410099995, 7.593858698999952, 7.3439572220000855, 7.858185800000001, 7.4749725379999745, 7.555736756999977, 7.39082452599996, 7.4846156830000155, 11.887022035999962, 7.5011101870001085, 25.493227004999994, 11.257967917000087]",,,12105.82142857143,8861,38647224.90000016,6230
84,"[7.59976585, 7.360506529000002, 7.479552910000002, 7.459792943999993, 7.930149854999996, 7.5329748710000075, 7.430973463000001, 7.598762650000012, 7.364441487000022, 7.356860243, 7.597559439000008, 7.682135748000007, 7.4497218509999925, 7.5058846359999905, 7.7583485669999845, 7.689217138000004, 7.36819493400003, 7.556647105999957, 7.564273728999979, 7.507615976000011, 7.670966859000032, 11.734776162999992, 7.79317119000001, 7.535040262999985, 7.8198994489999905, 7.583038173000034, 7.579078083000013, 7.458540515000038, 11.097041607999984, 7.997527255000023, 7.836728004999998, 7.74259860799998, 7.536741932000041, 11.531650186999968, 7.497534759999894, 8.693260654000028, 7.827950528999963, 7.661312894000048, 7.527384318000031, 7.497216417000004, 7.567412481000019, 7.63409350500001, 7.717025390000003, 7.625256691000004, 7.6076033050001115, 7.55487946400001, 10.186354666999932, 7.4224019340000496, 7.40179410099995, 7.593858698999952, 7.3439572220000855, 7.858185800000001, 7.4749725379999745, 7.555736756999977, 7.39082452599996, 7.4846156830000155, 11.887022035999962, 7.5011101870001085, 25.493227004999994, 11.257967917000087]",,,12072.435294117648,8996,39071793.50000018,6230
85,"[7.59976585, 7.360506529000002, 7.479552910000002, 7.459792943999993, 7.930149854999996, 7.5329748710000075, 7.430973463000001, 7.598762650000012, 7.364441487000022, 7.356860243, 7.597559439000008, 7.682135748000007, 7.4497218509999925, 7.5058846359999905, 7.7583485669999845, 7.689217138000004, 7.36819493400003, 7.556647105999957, 7.564273728999979, 7.507615976000011, 7.670966859000032, 11.734776162999992, 7.79317119000001, 7.535040262999985, 7.8198994489999905, 7.583038173000034, 7.579078083000013, 7.458540515000038, 11.097041607999984, 7.997527255000023, 7.836728004999998, 7.74259860799998, 7.536741932000041, 11.531650186999968, 7.497534759999894, 8.693260654000028, 7.827950528999963, 7.661312894000048, 7.527384318000031, 7.497216417000004, 7.567412481000019, 7.63409350500001, 7.717025390000003, 7.625256691000004, 7.6076033050001115, 7.55487946400001, 10.186354666999932, 7.4224019340000496, 7.40179410099995, 7.593858698999952, 7.3439572220000855, 7.858185800000001, 7.4749725379999745, 7.555736756999977, 7.39082452599996, 7.4846156830000155, 11.887022035999962, 7.5011101870001085, 25.493227004999994, 11.257967917000087]",,"[5, 4, 2, 2, 4, 2, 2, 0, 3, 3, 5, 0, 0, 5, 0, 0, 4, 4, 0, 0, 3, 3, 0, 0, 1, 0, 5, 3, 4, 1, 0, 1, 3, 1, 4, 0]",12079.10465116279,9056,39423900.20000015,6230
86,"[7.59976585, 7.360506529000002, 7.479552910000002, 7.459792943999993, 7.930149854999996, 7.5329748710000075, 7.430973463000001, 7.598762650000012, 7.364441487000022, 7.356860243, 7.597559439000008, 7.682135748000007, 7.4497218509999925, 7.5058846359999905, 7.7583485669999845, 7.689217138000004, 7.36819493400003, 7.556647105999957, 7.564273728999979, 7.507615976000011, 7.670966859000032, 11.734776162999992, 7.79317119000001, 7.535040262999985, 7.8198994489999905, 7.583038173000034, 7.579078083000013, 7.458540515000038, 11.097041607999984, 7.997527255000023, 7.836728004999998, 7.74259860799998, 7.536741932000041, 11.531650186999968, 7.497534759999894, 8.693260654000028, 7.827950528999963, 7.661312894000048, 7.527384318000031, 7.497216417000004, 7.567412481000019, 7.63409350500001, 7.717025390000003, 7.625256691000004, 7.6076033050001115, 7.55487946400001, 10.186354666999932, 7.4224019340000496, 7.40179410099995, 7.593858698999952, 7.3439572220000855, 7.858185800000001, 7.4749725379999745, 7.555736756999977, 7.39082452599996, 7.4846156830000155, 11.887022035999962, 7.5011101870001085, 25.493227004999994, 11.257967917000087]",,,12037.643678160919,9127,39782609.40000017,6230
87,"[7.59976585, 7.360506529000002, 7.479552910000002, 7.459792943999993, 7.930149854999996, 7.5329748710000075, 7.430973463000001, 7.598762650000012, 7.364441487000022, 7.356860243, 7.597559439000008, 7.682135748000007, 7.4497218509999925, 7.5058846359999905, 7.7583485669999845, 7.689217138000004, 7.36819493400003, 7.556647105999957, 7.564273728999979, 7.507615976000011, 7.670966859000032, 11.734776162999992, 7.79317119000001, 7.535040262999985, 7.8198994489999905, 7.583038173000034, 7.579078083000013, 7.458540515000038, 11.097041607999984, 7.997527255000023, 7.836728004999998, 7.74259860799998, 7.536741932000041, 11.531650186999968, 7.497534759999894, 8.693260654000028, 7.827950528999963, 7.661312894000048, 7.527384318000031, 7.497216417000004, 7.567412481000019, 7.63409350500001, 7.717025390000003, 7.625256691000004, 7.6076033050001115, 7.55487946400001, 10.186354666999932, 7.4224019340000496, 7.40179410099995, 7.593858698999952, 7.3439572220000855, 7.858185800000001, 7.4749725379999745, 7.555736756999977, 7.39082452599996, 7.4846156830000155, 11.887022035999962, 7.5011101870001085, 25.493227004999994, 11.257967917000087]",,,11997.431818181818,9191,40146009.10000015,6230
88,"[7.59976585, 7.360506529000002, 7.479552910000002, 7.459792943999993, 7.930149854999996, 7.5329748710000075, 7.430973463000001, 7.598762650000012, 7.364441487000022, 7.356860243, 7.597559439000008, 7.682135748000007, 7.4497218509999925, 7.5058846359999905, 7.7583485669999845, 7.689217138000004, 7.36819493400003, 7.556647105999957, 7.564273728999979, 7.507615976000011, 7.670966859000032, 11.734776162999992, 7.79317119000001, 7.535040262999985, 7.8198994489999905, 7.583038173000034, 7.579078083000013, 7.458540515000038, 11.097041607999984, 7.997527255000023, 7.836728004999998, 7.74259860799998, 7.536741932000041, 11.531650186999968, 7.497534759999894, 8.693260654000028, 7.827950528999963, 7.661312894000048, 7.527384318000031, 7.497216417000004, 7.567412481000019, 7.63409350500001, 7.717025390000003, 7.625256691000004, 7.6076033050001115, 7.55487946400001, 10.186354666999932, 7.4224019340000496, 7.40179410099995, 7.593858698999952, 7.3439572220000855, 7.858185800000001, 7.4749725379999745, 7.555736756999977, 7.39082452599996, 7.4846156830000155, 11.887022035999962, 7.5011101870001085, 25.493227004999994, 11.257967917000087]",,,11959.719101123595,9326,40514409.90000019,6230
89,"[7.59976585, 7.360506529000002, 7.479552910000002, 7.459792943999993, 7.930149854999996, 7.5329748710000075, 7.430973463000001, 7.598762650000012, 7.364441487000022, 7.356860243, 7.597559439000008, 7.682135748000007, 7.4497218509999925, 7.5058846359999905, 7.7583485669999845, 7.689217138000004, 7.36819493400003, 7.556647105999957, 7.564273728999979, 7.507615976000011, 7.670966859000032, 11.734776162999992, 7.79317119000001, 7.535040262999985, 7.8198994489999905, 7.583038173000034, 7.579078083000013, 7.458540515000038, 11.097041607999984, 7.997527255000023, 7.836728004999998, 7.74259860799998, 7.536741932000041, 11.531650186999968, 7.497534759999894, 8.693260654000028, 7.827950528999963, 7.661312894000048, 7.527384318000031, 7.497216417000004, 7.567412481000019, 7.63409350500001, 7.717025390000003, 7.625256691000004, 7.6076033050001115, 7.55487946400001, 10.186354666999932, 7.4224019340000496, 7.40179410099995, 7.593858698999952, 7.3439572220000855, 7.858185800000001, 7.4749725379999745, 7.555736756999977, 7.39082452599996, 7.4846156830000155, 11.887022035999962, 7.5011101870001085, 25.493227004999994, 11.257967917000087]",,,11921.722222222223,9464,40886949.90000018,6230
90,"[7.59976585, 7.360506529000002, 7.479552910000002, 7.459792943999993, 7.930149854999996, 7.5329748710000075, 7.430973463000001, 7.598762650000012, 7.364441487000022, 7.356860243, 7.597559439000008, 7.682135748000007, 7.4497218509999925, 7.5058846359999905, 7.7583485669999845, 7.689217138000004, 7.36819493400003, 7.556647105999957, 7.564273728999979, 7.507615976000011, 7.670966859000032, 11.734776162999992, 7.79317119000001, 7.535040262999985, 7.8198994489999905, 7.583038173000034, 7.579078083000013, 7.458540515000038, 11.097041607999984, 7.997527255000023, 7.836728004999998, 7.74259860799998, 7.536741932000041, 11.531650186999968, 7.497534759999894, 8.693260654000028, 7.827950528999963, 7.661312894000048, 7.527384318000031, 7.497216417000004, 7.567412481000019, 7.63409350500001, 7.717025390000003, 7.625256691000004, 7.6076033050001115, 7.55487946400001, 10.186354666999932, 7.4224019340000496, 7.40179410099995, 7.593858698999952, 7.3439572220000855, 7.858185800000001, 7.4749725379999745, 7.555736756999977, 7.39082452599996, 7.4846156830000155, 11.887022035999962, 7.5011101870001085, 25.493227004999994, 11.257967917000087]",,"[4, 4, 5, 3, 3, 2, 2, 2, 0, 2, 0, 2, 2, 5, 3, 3, 3, 0, 5, 0, 3, 1, 3, 3, 5, 5, 2, 3, 1, 3, 3, 1, 0, 3, 1, 0]",11920.791208791208,9504,41225266.00000017,6230
91,"[7.59976585, 7.360506529000002, 7.479552910000002, 7.459792943999993, 7.930149854999996, 7.5329748710000075, 7.430973463000001, 7.598762650000012, 7.364441487000022, 7.356860243, 7.597559439000008, 7.682135748000007, 7.4497218509999925, 7.5058846359999905, 7.7583485669999845, 7.689217138000004, 7.36819493400003, 7.556647105999957, 7.564273728999979, 7.507615976000011, 7.670966859000032, 11.734776162999992, 7.79317119000001, 7.535040262999985, 7.8198994489999905, 7.583038173000034, 7.579078083000013, 7.458540515000038, 11.097041607999984, 7.997527255000023, 7.836728004999998, 7.74259860799998, 7.536741932000041, 11.531650186999968, 7.497534759999894, 8.693260654000028, 7.827950528999963, 7.661312894000048, 7.527384318000031, 7.497216417000004, 7.567412481000019, 7.63409350500001, 7.717025390000003, 7.625256691000004, 7.6076033050001115, 7.55487946400001, 10.186354666999932, 7.4224019340000496, 7.40179410099995, 7.593858698999952, 7.3439572220000855, 7.858185800000001, 7.4749725379999745, 7.555736756999977, 7.39082452599996, 7.4846156830000155, 11.887022035999962, 7.5011101870001085, 25.493227004999994, 11.257967917000087]",,,11889.641304347826,9553,41605199.50000014,6230
92,"[7.59976585, 7.360506529000002, 7.479552910000002, 7.459792943999993, 7.930149854999996, 7.5329748710000075, 7.430973463000001, 7.598762650000012, 7.364441487000022, 7.356860243, 7.597559439000008, 7.682135748000007, 7.4497218509999925, 7.5058846359999905, 7.7583485669999845, 7.689217138000004, 7.36819493400003, 7.556647105999957, 7.564273728999979, 7.507615976000011, 7.670966859000032, 11.734776162999992, 7.79317119000001, 7.535040262999985, 7.8198994489999905, 7.583038173000034, 7.579078083000013, 7.458540515000038, 11.097041607999984, 7.997527255000023, 7.836728004999998, 7.74259860799998, 7.536741932000041, 11.531650186999968, 7.497534759999894, 8.693260654000028, 7.827950528999963, 7.661312894000048, 7.527384318000031, 7.497216417000004, 7.567412481000019, 7.63409350500001, 7.717025390000003, 7.625256691000004, 7.6076033050001115, 7.55487946400001, 10.186354666999932, 7.4224019340000496, 7.40179410099995, 7.593858698999952, 7.3439572220000855, 7.858185800000001, 7.4749725379999745, 7.555736756999977, 7.39082452599996, 7.4846156830000155, 11.887022035999962, 7.5011101870001085, 25.493227004999994, 11.257967917000087]",,,11859.182795698925,9595,41989043.20000013,6230
93,"[7.59976585, 7.360506529000002, 7.479552910000002, 7.459792943999993, 7.930149854999996, 7.5329748710000075, 7.430973463000001, 7.598762650000012, 7.364441487000022, 7.356860243, 7.597559439000008, 7.682135748000007, 7.4497218509999925, 7.5058846359999905, 7.7583485669999845, 7.689217138000004, 7.36819493400003, 7.556647105999957, 7.564273728999979, 7.507615976000011, 7.670966859000032, 11.734776162999992, 7.79317119000001, 7.535040262999985, 7.8198994489999905, 7.583038173000034, 7.579078083000013, 7.458540515000038, 11.097041607999984, 7.997527255000023, 7.836728004999998, 7.74259860799998, 7.536741932000041, 11.531650186999968, 7.497534759999894, 8.693260654000028, 7.827950528999963, 7.661312894000048, 7.527384318000031, 7.497216417000004, 7.567412481000019, 7.63409350500001, 7.717025390000003, 7.625256691000004, 7.6076033050001115, 7.55487946400001, 10.186354666999932, 7.4224019340000496, 7.40179410099995, 7.593858698999952, 7.3439572220000855, 7.858185800000001, 7.4749725379999745, 7.555736756999977, 7.39082452599996, 7.4846156830000155, 11.887022035999962, 7.5011101870001085, 25.493227004999994, 11.257967917000087]",,,11829.393617021276,9720,42376883.30000012,6230
