Run,Times List,Average QBSolv time,Modes,Stoppedness,Goodness,Badness,Remaining Cars
10,"[7.402326069, 8.941386810000001, 7.581317653999996, 7.4860866229999985, 97.79436218500001, 7.756122258999994, 7.622840494000002, 7.623750842999982, 7.554451864999976, 7.835478018999993, 7.672843408999995, 7.432696077000003, 7.349264338000012, 7.630972206000024, 7.483506716999955, 7.599912454999981, 7.306359219000001, 7.587728150000032, 7.502219152000009, 7.594136552000009, 7.468412644000011, 7.679439954000031, 7.521058295999978, 7.617573171000004, 7.521011870999928, 8.142353846999981, 7.579594343000053, 7.500499680000075, 8.070728730000042, 7.686397776000035, 7.390517701999897, 7.477585603999955, 7.501795392999952, 8.166923866000047, 7.588709010999992, 7.680844571999955, 8.017596487999981, 7.699105323000026, 8.643481836000092, 7.599717330999965, 7.751979959000096, 8.73687192300008, 8.63014702800001, 7.6318651029999955, 7.659748753000031, 9.04819338499999, 7.319602923000048, 10.566047654000045, 7.5845792759999995, 7.399740927000039, 7.5322889669999995, 7.477663794000023, 7.745477311000059, 7.567105308000009, 10.623673351999969, 11.251877508999996, 7.20201212500001, 7.258416110000098, 7.41403041600006, 7.351014178000014]",,"[2, 3, 4, 3, 3, 3, 2, 3, 3, 3, 3, 0, 0, 3, 0, 3, 0, 0, 0, 0, 3, 0, 3, 0, 5, 0, 0, 3, 3, 4, 0, 3, 4, 5, 3, 4]",15609.727272727272,1483,5655585.599999991,6214
11,"[7.402326069, 8.941386810000001, 7.581317653999996, 7.4860866229999985, 97.79436218500001, 7.756122258999994, 7.622840494000002, 7.623750842999982, 7.554451864999976, 7.835478018999993, 7.672843408999995, 7.432696077000003, 7.349264338000012, 7.630972206000024, 7.483506716999955, 7.599912454999981, 7.306359219000001, 7.587728150000032, 7.502219152000009, 7.594136552000009, 7.468412644000011, 7.679439954000031, 7.521058295999978, 7.617573171000004, 7.521011870999928, 8.142353846999981, 7.579594343000053, 7.500499680000075, 8.070728730000042, 7.686397776000035, 7.390517701999897, 7.477585603999955, 7.501795392999952, 8.166923866000047, 7.588709010999992, 7.680844571999955, 8.017596487999981, 7.699105323000026, 8.643481836000092, 7.599717330999965, 7.751979959000096, 8.73687192300008, 8.63014702800001, 7.6318651029999955, 7.659748753000031, 9.04819338499999, 7.319602923000048, 10.566047654000045, 7.5845792759999995, 7.399740927000039, 7.5322889669999995, 7.477663794000023, 7.745477311000059, 7.567105308000009, 10.623673351999969, 11.251877508999996, 7.20201212500001, 7.258416110000098, 7.41403041600006, 7.351014178000014]",,,15405.583333333334,1622,6126811.999999992,6214
12,"[7.402326069, 8.941386810000001, 7.581317653999996, 7.4860866229999985, 97.79436218500001, 7.756122258999994, 7.622840494000002, 7.623750842999982, 7.554451864999976, 7.835478018999993, 7.672843408999995, 7.432696077000003, 7.349264338000012, 7.630972206000024, 7.483506716999955, 7.599912454999981, 7.306359219000001, 7.587728150000032, 7.502219152000009, 7.594136552000009, 7.468412644000011, 7.679439954000031, 7.521058295999978, 7.617573171000004, 7.521011870999928, 8.142353846999981, 7.579594343000053, 7.500499680000075, 8.070728730000042, 7.686397776000035, 7.390517701999897, 7.477585603999955, 7.501795392999952, 8.166923866000047, 7.588709010999992, 7.680844571999955, 8.017596487999981, 7.699105323000026, 8.643481836000092, 7.599717330999965, 7.751979959000096, 8.73687192300008, 8.63014702800001, 7.6318651029999955, 7.659748753000031, 9.04819338499999, 7.319602923000048, 10.566047654000045, 7.5845792759999995, 7.399740927000039, 7.5322889669999995, 7.477663794000023, 7.745477311000059, 7.567105308000009, 10.623673351999969, 11.251877508999996, 7.20201212500001, 7.258416110000098, 7.41403041600006, 7.351014178000014]",,,15230.692307692309,1746,6602909.499999987,6214
13,"[7.402326069, 8.941386810000001, 7.581317653999996, 7.4860866229999985, 97.79436218500001, 7.756122258999994, 7.622840494000002, 7.623750842999982, 7.554451864999976, 7.835478018999993, 7.672843408999995, 7.432696077000003, 7.349264338000012, 7.630972206000024, 7.483506716999955, 7.599912454999981, 7.306359219000001, 7.587728150000032, 7.502219152000009, 7.594136552000009, 7.468412644000011, 7.679439954000031, 7.521058295999978, 7.617573171000004, 7.521011870999928, 8.142353846999981, 7.579594343000053, 7.500499680000075, 8.070728730000042, 7.686397776000035, 7.390517701999897, 7.477585603999955, 7.501795392999952, 8.166923866000047, 7.588709010999992, 7.680844571999955, 8.017596487999981, 7.699105323000026, 8.643481836000092, 7.599717330999965, 7.751979959000096, 8.73687192300008, 8.63014702800001, 7.6318651029999955, 7.659748753000031, 9.04819338499999, 7.319602923000048, 10.566047654000045, 7.5845792759999995, 7.399740927000039, 7.5322889669999995, 7.477663794000023, 7.745477311000059, 7.567105308000009, 10.623673351999969, 11.251877508999996, 7.20201212500001, 7.258416110000098, 7.41403041600006, 7.351014178000014]",,,15078.42857142857,1927,7083416.89999998,6214
14,"[7.402326069, 8.941386810000001, 7.581317653999996, 7.4860866229999985, 97.79436218500001, 7.756122258999994, 7.622840494000002, 7.623750842999982, 7.554451864999976, 7.835478018999993, 7.672843408999995, 7.432696077000003, 7.349264338000012, 7.630972206000024, 7.483506716999955, 7.599912454999981, 7.306359219000001, 7.587728150000032, 7.502219152000009, 7.594136552000009, 7.468412644000011, 7.679439954000031, 7.521058295999978, 7.617573171000004, 7.521011870999928, 8.142353846999981, 7.579594343000053, 7.500499680000075, 8.070728730000042, 7.686397776000035, 7.390517701999897, 7.477585603999955, 7.501795392999952, 8.166923866000047, 7.588709010999992, 7.680844571999955, 8.017596487999981, 7.699105323000026, 8.643481836000092, 7.599717330999965, 7.751979959000096, 8.73687192300008, 8.63014702800001, 7.6318651029999955, 7.659748753000031, 9.04819338499999, 7.319602923000048, 10.566047654000045, 7.5845792759999995, 7.399740927000039, 7.5322889669999995, 7.477663794000023, 7.745477311000059, 7.567105308000009, 10.623673351999969, 11.251877508999996, 7.20201212500001, 7.258416110000098, 7.41403041600006, 7.351014178000014]",,,14944.733333333334,2108,7568764.799999967,6214
15,"[7.402326069, 8.941386810000001, 7.581317653999996, 7.4860866229999985, 97.79436218500001, 7.756122258999994, 7.622840494000002, 7.623750842999982, 7.554451864999976, 7.835478018999993, 7.672843408999995, 7.432696077000003, 7.349264338000012, 7.630972206000024, 7.483506716999955, 7.599912454999981, 7.306359219000001, 7.587728150000032, 7.502219152000009, 7.594136552000009, 7.468412644000011, 7.679439954000031, 7.521058295999978, 7.617573171000004, 7.521011870999928, 8.142353846999981, 7.579594343000053, 7.500499680000075, 8.070728730000042, 7.686397776000035, 7.390517701999897, 7.477585603999955, 7.501795392999952, 8.166923866000047, 7.588709010999992, 7.680844571999955, 8.017596487999981, 7.699105323000026, 8.643481836000092, 7.599717330999965, 7.751979959000096, 8.73687192300008, 8.63014702800001, 7.6318651029999955, 7.659748753000031, 9.04819338499999, 7.319602923000048, 10.566047654000045, 7.5845792759999995, 7.399740927000039, 7.5322889669999995, 7.477663794000023, 7.745477311000059, 7.567105308000009, 10.623673351999969, 11.251877508999996, 7.20201212500001, 7.258416110000098, 7.41403041600006, 7.351014178000014]",,"[2, 3, 3, 0, 3, 3, 1, 0, 0, 2, 0, 0, 0, 2, 5, 3, 3, 0, 0, 3, 0, 0, 0, 0, 3, 3, 3, 0, 0, 0, 1, 3, 3, 3, 4, 1]",15035.375,2186,8014844.699999971,6214
16,"[7.402326069, 8.941386810000001, 7.581317653999996, 7.4860866229999985, 97.79436218500001, 7.756122258999994, 7.622840494000002, 7.623750842999982, 7.554451864999976, 7.835478018999993, 7.672843408999995, 7.432696077000003, 7.349264338000012, 7.630972206000024, 7.483506716999955, 7.599912454999981, 7.306359219000001, 7.587728150000032, 7.502219152000009, 7.594136552000009, 7.468412644000011, 7.679439954000031, 7.521058295999978, 7.617573171000004, 7.521011870999928, 8.142353846999981, 7.579594343000053, 7.500499680000075, 8.070728730000042, 7.686397776000035, 7.390517701999897, 7.477585603999955, 7.501795392999952, 8.166923866000047, 7.588709010999992, 7.680844571999955, 8.017596487999981, 7.699105323000026, 8.643481836000092, 7.599717330999965, 7.751979959000096, 8.73687192300008, 8.63014702800001, 7.6318651029999955, 7.659748753000031, 9.04819338499999, 7.319602923000048, 10.566047654000045, 7.5845792759999995, 7.399740927000039, 7.5322889669999995, 7.477663794000023, 7.745477311000059, 7.567105308000009, 10.623673351999969, 11.251877508999996, 7.20201212500001, 7.258416110000098, 7.41403041600006, 7.351014178000014]",,,14952.29411764706,2274,8468392.499999974,6214
17,"[7.402326069, 8.941386810000001, 7.581317653999996, 7.4860866229999985, 97.79436218500001, 7.756122258999994, 7.622840494000002, 7.623750842999982, 7.554451864999976, 7.835478018999993, 7.672843408999995, 7.432696077000003, 7.349264338000012, 7.630972206000024, 7.483506716999955, 7.599912454999981, 7.306359219000001, 7.587728150000032, 7.502219152000009, 7.594136552000009, 7.468412644000011, 7.679439954000031, 7.521058295999978, 7.617573171000004, 7.521011870999928, 8.142353846999981, 7.579594343000053, 7.500499680000075, 8.070728730000042, 7.686397776000035, 7.390517701999897, 7.477585603999955, 7.501795392999952, 8.166923866000047, 7.588709010999992, 7.680844571999955, 8.017596487999981, 7.699105323000026, 8.643481836000092, 7.599717330999965, 7.751979959000096, 8.73687192300008, 8.63014702800001, 7.6318651029999955, 7.659748753000031, 9.04819338499999, 7.319602923000048, 10.566047654000045, 7.5845792759999995, 7.399740927000039, 7.5322889669999995, 7.477663794000023, 7.745477311000059, 7.567105308000009, 10.623673351999969, 11.251877508999996, 7.20201212500001, 7.258416110000098, 7.41403041600006, 7.351014178000014]",,,14876.333333333334,2352,8925586.599999962,6214
18,"[7.402326069, 8.941386810000001, 7.581317653999996, 7.4860866229999985, 97.79436218500001, 7.756122258999994, 7.622840494000002, 7.623750842999982, 7.554451864999976, 7.835478018999993, 7.672843408999995, 7.432696077000003, 7.349264338000012, 7.630972206000024, 7.483506716999955, 7.599912454999981, 7.306359219000001, 7.587728150000032, 7.502219152000009, 7.594136552000009, 7.468412644000011, 7.679439954000031, 7.521058295999978, 7.617573171000004, 7.521011870999928, 8.142353846999981, 7.579594343000053, 7.500499680000075, 8.070728730000042, 7.686397776000035, 7.390517701999897, 7.477585603999955, 7.501795392999952, 8.166923866000047, 7.588709010999992, 7.680844571999955, 8.017596487999981, 7.699105323000026, 8.643481836000092, 7.599717330999965, 7.751979959000096, 8.73687192300008, 8.63014702800001, 7.6318651029999955, 7.659748753000031, 9.04819338499999, 7.319602923000048, 10.566047654000045, 7.5845792759999995, 7.399740927000039, 7.5322889669999995, 7.477663794000023, 7.745477311000059, 7.567105308000009, 10.623673351999969, 11.251877508999996, 7.20201212500001, 7.258416110000098, 7.41403041600006, 7.351014178000014]",,,14806.421052631578,2547,9386548.599999957,6214
19,"[7.402326069, 8.941386810000001, 7.581317653999996, 7.4860866229999985, 97.79436218500001, 7.756122258999994, 7.622840494000002, 7.623750842999982, 7.554451864999976, 7.835478018999993, 7.672843408999995, 7.432696077000003, 7.349264338000012, 7.630972206000024, 7.483506716999955, 7.599912454999981, 7.306359219000001, 7.587728150000032, 7.502219152000009, 7.594136552000009, 7.468412644000011, 7.679439954000031, 7.521058295999978, 7.617573171000004, 7.521011870999928, 8.142353846999981, 7.579594343000053, 7.500499680000075, 8.070728730000042, 7.686397776000035, 7.390517701999897, 7.477585603999955, 7.501795392999952, 8.166923866000047, 7.588709010999992, 7.680844571999955, 8.017596487999981, 7.699105323000026, 8.643481836000092, 7.599717330999965, 7.751979959000096, 8.73687192300008, 8.63014702800001, 7.6318651029999955, 7.659748753000031, 9.04819338499999, 7.319602923000048, 10.566047654000045, 7.5845792759999995, 7.399740927000039, 7.5322889669999995, 7.477663794000023, 7.745477311000059, 7.567105308000009, 10.623673351999969, 11.251877508999996, 7.20201212500001, 7.258416110000098, 7.41403041600006, 7.351014178000014]",,,14742.4,2743,9851738.299999949,6214
20,"[7.402326069, 8.941386810000001, 7.581317653999996, 7.4860866229999985, 97.79436218500001, 7.756122258999994, 7.622840494000002, 7.623750842999982, 7.554451864999976, 7.835478018999993, 7.672843408999995, 7.432696077000003, 7.349264338000012, 7.630972206000024, 7.483506716999955, 7.599912454999981, 7.306359219000001, 7.587728150000032, 7.502219152000009, 7.594136552000009, 7.468412644000011, 7.679439954000031, 7.521058295999978, 7.617573171000004, 7.521011870999928, 8.142353846999981, 7.579594343000053, 7.500499680000075, 8.070728730000042, 7.686397776000035, 7.390517701999897, 7.477585603999955, 7.501795392999952, 8.166923866000047, 7.588709010999992, 7.680844571999955, 8.017596487999981, 7.699105323000026, 8.643481836000092, 7.599717330999965, 7.751979959000096, 8.73687192300008, 8.63014702800001, 7.6318651029999955, 7.659748753000031, 9.04819338499999, 7.319602923000048, 10.566047654000045, 7.5845792759999995, 7.399740927000039, 7.5322889669999995, 7.477663794000023, 7.745477311000059, 7.567105308000009, 10.623673351999969, 11.251877508999996, 7.20201212500001, 7.258416110000098, 7.41403041600006, 7.351014178000014]",,"[2, 3, 3, 3, 3, 2, 2, 3, 0, 3, 1, 0, 1, 1, 3, 0, 0, 0, 1, 3, 3, 0, 3, 0, 3, 0, 3, 3, 0, 0, 5, 1, 3, 3, 5, 0]",14808.095238095239,2858,10300530.799999941,6214
21,"[7.402326069, 8.941386810000001, 7.581317653999996, 7.4860866229999985, 97.79436218500001, 7.756122258999994, 7.622840494000002, 7.623750842999982, 7.554451864999976, 7.835478018999993, 7.672843408999995, 7.432696077000003, 7.349264338000012, 7.630972206000024, 7.483506716999955, 7.599912454999981, 7.306359219000001, 7.587728150000032, 7.502219152000009, 7.594136552000009, 7.468412644000011, 7.679439954000031, 7.521058295999978, 7.617573171000004, 7.521011870999928, 8.142353846999981, 7.579594343000053, 7.500499680000075, 8.070728730000042, 7.686397776000035, 7.390517701999897, 7.477585603999955, 7.501795392999952, 8.166923866000047, 7.588709010999992, 7.680844571999955, 8.017596487999981, 7.699105323000026, 8.643481836000092, 7.599717330999965, 7.751979959000096, 8.73687192300008, 8.63014702800001, 7.6318651029999955, 7.659748753000031, 9.04819338499999, 7.319602923000048, 10.566047654000045, 7.5845792759999995, 7.399740927000039, 7.5322889669999995, 7.477663794000023, 7.745477311000059, 7.567105308000009, 10.623673351999969, 11.251877508999996, 7.20201212500001, 7.258416110000098, 7.41403041600006, 7.351014178000014]",,,14712.272727272728,2982,10756659.199999902,6214
22,"[7.402326069, 8.941386810000001, 7.581317653999996, 7.4860866229999985, 97.79436218500001, 7.756122258999994, 7.622840494000002, 7.623750842999982, 7.554451864999976, 7.835478018999993, 7.672843408999995, 7.432696077000003, 7.349264338000012, 7.630972206000024, 7.483506716999955, 7.599912454999981, 7.306359219000001, 7.587728150000032, 7.502219152000009, 7.594136552000009, 7.468412644000011, 7.679439954000031, 7.521058295999978, 7.617573171000004, 7.521011870999928, 8.142353846999981, 7.579594343000053, 7.500499680000075, 8.070728730000042, 7.686397776000035, 7.390517701999897, 7.477585603999955, 7.501795392999952, 8.166923866000047, 7.588709010999992, 7.680844571999955, 8.017596487999981, 7.699105323000026, 8.643481836000092, 7.599717330999965, 7.751979959000096, 8.73687192300008, 8.63014702800001, 7.6318651029999955, 7.659748753000031, 9.04819338499999, 7.319602923000048, 10.566047654000045, 7.5845792759999995, 7.399740927000039, 7.5322889669999995, 7.477663794000023, 7.745477311000059, 7.567105308000009, 10.623673351999969, 11.251877508999996, 7.20201212500001, 7.258416110000098, 7.41403041600006, 7.351014178000014]",,,14614.869565217392,3096,11205676.799999882,6214
23,"[7.402326069, 8.941386810000001, 7.581317653999996, 7.4860866229999985, 97.79436218500001, 7.756122258999994, 7.622840494000002, 7.623750842999982, 7.554451864999976, 7.835478018999993, 7.672843408999995, 7.432696077000003, 7.349264338000012, 7.630972206000024, 7.483506716999955, 7.599912454999981, 7.306359219000001, 7.587728150000032, 7.502219152000009, 7.594136552000009, 7.468412644000011, 7.679439954000031, 7.521058295999978, 7.617573171000004, 7.521011870999928, 8.142353846999981, 7.579594343000053, 7.500499680000075, 8.070728730000042, 7.686397776000035, 7.390517701999897, 7.477585603999955, 7.501795392999952, 8.166923866000047, 7.588709010999992, 7.680844571999955, 8.017596487999981, 7.699105323000026, 8.643481836000092, 7.599717330999965, 7.751979959000096, 8.73687192300008, 8.63014702800001, 7.6318651029999955, 7.659748753000031, 9.04819338499999, 7.319602923000048, 10.566047654000045, 7.5845792759999995, 7.399740927000039, 7.5322889669999995, 7.477663794000023, 7.745477311000059, 7.567105308000009, 10.623673351999969, 11.251877508999996, 7.20201212500001, 7.258416110000098, 7.41403041600006, 7.351014178000014]",,,14516.041666666666,3282,11641155.899999863,6214
