Run,Times List,Average QBSolv time,Modes,Stoppedness,Goodness,Badness,Remaining Cars
58,"[0.9043638, 1.1206981, 1.5706619000000002, 1.3229491000000007, 1.4311035999999993, 2.1414003, 1.1283239999999992, 0.9818332999999999, 1.7191939000000005, 2.3835629999999988, 3.9783307000000008, 2.2129642999999994, 3.1775434999999987, 1.9616724000000012, 3.3759882999999995, 2.0880174999999994, 2.2163453000000004, 3.1543714999999963, 4.875876500000004, 2.027002700000004, 1.7641132999999982, 2.0316145999999975, 4.4819280999999975, 2.2572951000000003, 2.6380894000000055, 2.8591592000000077, 2.087428299999999, 2.306343300000009, 2.2554358000000008, 2.0641397999999924]",1.7412821666666665,,890.2203389830509,2071,1946969.6999999993,
59,"[0.9043638, 1.1206981, 1.5706619000000002, 1.3229491000000007, 1.4311035999999993, 2.1414003, 1.1283239999999992, 0.9818332999999999, 1.7191939000000005, 2.3835629999999988, 3.9783307000000008, 2.2129642999999994, 3.1775434999999987, 1.9616724000000012, 3.3759882999999995, 2.0880174999999994, 2.2163453000000004, 3.1543714999999963, 4.875876500000004, 2.027002700000004, 1.7641132999999982, 2.0316145999999975, 4.4819280999999975, 2.2572951000000003, 2.6380894000000055, 2.8591592000000077, 2.087428299999999, 2.306343300000009, 2.2554358000000008, 2.0641397999999924]",1.7412821666666665,,881.8,2100,1959593.2999999993,
60,"[0.9043638, 1.1206981, 1.5706619000000002, 1.3229491000000007, 1.4311035999999993, 2.1414003, 1.1283239999999992, 0.9818332999999999, 1.7191939000000005, 2.3835629999999988, 3.9783307000000008, 2.2129642999999994, 3.1775434999999987, 1.9616724000000012, 3.3759882999999995, 2.0880174999999994, 2.2163453000000004, 3.1543714999999963, 4.875876500000004, 2.027002700000004, 1.7641132999999982, 2.0316145999999975, 4.4819280999999975, 2.2572951000000003, 2.6380894000000055, 2.8591592000000077, 2.087428299999999, 2.306343300000009, 2.2554358000000008, 2.0641397999999924]",1.7412821666666665,"[3, 5, 4, 2, 1, 2, 1, 4, 2, 4, 4, 4, 0, 2, 4, 2, 2, 4, 5, 0, 2, 3, 2, 1, 0, 5, 3, 0, 0, 5, 3, 3, 1, 1, 4, 1]",876.2295081967213,2120,1965876.3000000005,
61,"[0.9043638, 1.1206981, 1.5706619000000002, 1.3229491000000007, 1.4311035999999993, 2.1414003, 1.1283239999999992, 0.9818332999999999, 1.7191939000000005, 2.3835629999999988, 3.9783307000000008, 2.2129642999999994, 3.1775434999999987, 1.9616724000000012, 3.3759882999999995, 2.0880174999999994, 2.2163453000000004, 3.1543714999999963, 4.875876500000004, 2.027002700000004, 1.7641132999999982, 2.0316145999999975, 4.4819280999999975, 2.2572951000000003, 2.6380894000000055, 2.8591592000000077, 2.087428299999999, 2.306343300000009, 2.2554358000000008, 2.0641397999999924]",1.8517638076923075,,866.5483870967741,2144,1977454.9000000004,
62,"[0.9043638, 1.1206981, 1.5706619000000002, 1.3229491000000007, 1.4311035999999993, 2.1414003, 1.1283239999999992, 0.9818332999999999, 1.7191939000000005, 2.3835629999999988, 3.9783307000000008, 2.2129642999999994, 3.1775434999999987, 1.9616724000000012, 3.3759882999999995, 2.0880174999999994, 2.2163453000000004, 3.1543714999999963, 4.875876500000004, 2.027002700000004, 1.7641132999999982, 2.0316145999999975, 4.4819280999999975, 2.2572951000000003, 2.6380894000000055, 2.8591592000000077, 2.087428299999999, 2.306343300000009, 2.2554358000000008, 2.0641397999999924]",1.8517638076923075,,857.2380952380952,2166,1990534.9000000008,
63,"[0.9043638, 1.1206981, 1.5706619000000002, 1.3229491000000007, 1.4311035999999993, 2.1414003, 1.1283239999999992, 0.9818332999999999, 1.7191939000000005, 2.3835629999999988, 3.9783307000000008, 2.2129642999999994, 3.1775434999999987, 1.9616724000000012, 3.3759882999999995, 2.0880174999999994, 2.2163453000000004, 3.1543714999999963, 4.875876500000004, 2.027002700000004, 1.7641132999999982, 2.0316145999999975, 4.4819280999999975, 2.2572951000000003, 2.6380894000000055, 2.8591592000000077, 2.087428299999999, 2.306343300000009, 2.2554358000000008, 2.0641397999999924]",1.8517638076923075,,850.0,2200,2014154.100000002,
64,"[0.9043638, 1.1206981, 1.5706619000000002, 1.3229491000000007, 1.4311035999999993, 2.1414003, 1.1283239999999992, 0.9818332999999999, 1.7191939000000005, 2.3835629999999988, 3.9783307000000008, 2.2129642999999994, 3.1775434999999987, 1.9616724000000012, 3.3759882999999995, 2.0880174999999994, 2.2163453000000004, 3.1543714999999963, 4.875876500000004, 2.027002700000004, 1.7641132999999982, 2.0316145999999975, 4.4819280999999975, 2.2572951000000003, 2.6380894000000055, 2.8591592000000077, 2.087428299999999, 2.306343300000009, 2.2554358000000008, 2.0641397999999924]",1.8517638076923075,,843.5538461538462,2222,2040299.5000000023,
65,"[0.9043638, 1.1206981, 1.5706619000000002, 1.3229491000000007, 1.4311035999999993, 2.1414003, 1.1283239999999992, 0.9818332999999999, 1.7191939000000005, 2.3835629999999988, 3.9783307000000008, 2.2129642999999994, 3.1775434999999987, 1.9616724000000012, 3.3759882999999995, 2.0880174999999994, 2.2163453000000004, 3.1543714999999963, 4.875876500000004, 2.027002700000004, 1.7641132999999982, 2.0316145999999975, 4.4819280999999975, 2.2572951000000003, 2.6380894000000055, 2.8591592000000077, 2.087428299999999, 2.306343300000009, 2.2554358000000008, 2.0641397999999924]",1.8517638076923075,"[0, 2, 5, 3, 4, 1, 2, 0, 4, 3, 4, 3, 1, 4, 5, 2, 1, 4, 2, 5, 5, 0, 1, 4, 5, 1, 2, 3, 1, 2, 2, 1, 5, 3, 0, 3]",839.5757575757576,2228,2047418.4000000015,
66,"[0.9043638, 1.1206981, 1.5706619000000002, 1.3229491000000007, 1.4311035999999993, 2.1414003, 1.1283239999999992, 0.9818332999999999, 1.7191939000000005, 2.3835629999999988, 3.9783307000000008, 2.2129642999999994, 3.1775434999999987, 1.9616724000000012, 3.3759882999999995, 2.0880174999999994, 2.2163453000000004, 3.1543714999999963, 4.875876500000004, 2.027002700000004, 1.7641132999999982, 2.0316145999999975, 4.4819280999999975, 2.2572951000000003, 2.6380894000000055, 2.8591592000000077, 2.087428299999999, 2.306343300000009, 2.2554358000000008, 2.0641397999999924]",1.8596144214285713,,830.7462686567164,2234,2057367.900000001,
67,"[0.9043638, 1.1206981, 1.5706619000000002, 1.3229491000000007, 1.4311035999999993, 2.1414003, 1.1283239999999992, 0.9818332999999999, 1.7191939000000005, 2.3835629999999988, 3.9783307000000008, 2.2129642999999994, 3.1775434999999987, 1.9616724000000012, 3.3759882999999995, 2.0880174999999994, 2.2163453000000004, 3.1543714999999963, 4.875876500000004, 2.027002700000004, 1.7641132999999982, 2.0316145999999975, 4.4819280999999975, 2.2572951000000003, 2.6380894000000055, 2.8591592000000077, 2.087428299999999, 2.306343300000009, 2.2554358000000008, 2.0641397999999924]",1.8596144214285713,,822.0588235294117,2237,2068131.2000000004,
68,"[0.9043638, 1.1206981, 1.5706619000000002, 1.3229491000000007, 1.4311035999999993, 2.1414003, 1.1283239999999992, 0.9818332999999999, 1.7191939000000005, 2.3835629999999988, 3.9783307000000008, 2.2129642999999994, 3.1775434999999987, 1.9616724000000012, 3.3759882999999995, 2.0880174999999994, 2.2163453000000004, 3.1543714999999963, 4.875876500000004, 2.027002700000004, 1.7641132999999982, 2.0316145999999975, 4.4819280999999975, 2.2572951000000003, 2.6380894000000055, 2.8591592000000077, 2.087428299999999, 2.306343300000009, 2.2554358000000008, 2.0641397999999924]",1.8596144214285713,,813.695652173913,2270,2079156.6000000008,
69,"[0.9043638, 1.1206981, 1.5706619000000002, 1.3229491000000007, 1.4311035999999993, 2.1414003, 1.1283239999999992, 0.9818332999999999, 1.7191939000000005, 2.3835629999999988, 3.9783307000000008, 2.2129642999999994, 3.1775434999999987, 1.9616724000000012, 3.3759882999999995, 2.0880174999999994, 2.2163453000000004, 3.1543714999999963, 4.875876500000004, 2.027002700000004, 1.7641132999999982, 2.0316145999999975, 4.4819280999999975, 2.2572951000000003, 2.6380894000000055, 2.8591592000000077, 2.087428299999999, 2.306343300000009, 2.2554358000000008, 2.0641397999999924]",1.8596144214285713,,805.5428571428571,2294,2090633.5000000005,
70,"[0.9043638, 1.1206981, 1.5706619000000002, 1.3229491000000007, 1.4311035999999993, 2.1414003, 1.1283239999999992, 0.9818332999999999, 1.7191939000000005, 2.3835629999999988, 3.9783307000000008, 2.2129642999999994, 3.1775434999999987, 1.9616724000000012, 3.3759882999999995, 2.0880174999999994, 2.2163453000000004, 3.1543714999999963, 4.875876500000004, 2.027002700000004, 1.7641132999999982, 2.0316145999999975, 4.4819280999999975, 2.2572951000000003, 2.6380894000000055, 2.8591592000000077, 2.087428299999999, 2.306343300000009, 2.2554358000000008, 2.0641397999999924]",1.8596144214285713,"[4, 5, 3, 0, 2, 2, 0, 1, 4, 0, 0, 0, 2, 1, 5, 4, 2, 0, 5, 5, 5, 1, 2, 4, 1, 2, 5, 5, 0, 4, 0, 5, 1, 2, 4, 1]",799.0,2306,2095008.9000000008,
71,"[0.9043638, 1.1206981, 1.5706619000000002, 1.3229491000000007, 1.4311035999999993, 2.1414003, 1.1283239999999992, 0.9818332999999999, 1.7191939000000005, 2.3835629999999988, 3.9783307000000008, 2.2129642999999994, 3.1775434999999987, 1.9616724000000012, 3.3759882999999995, 2.0880174999999994, 2.2163453000000004, 3.1543714999999963, 4.875876500000004, 2.027002700000004, 1.7641132999999982, 2.0316145999999975, 4.4819280999999975, 2.2572951000000003, 2.6380894000000055, 2.8591592000000077, 2.087428299999999, 2.306343300000009, 2.2554358000000008, 2.0641397999999924]",1.9607060133333332,,789.5416666666666,2318,2102074.3000000017,
72,"[0.9043638, 1.1206981, 1.5706619000000002, 1.3229491000000007, 1.4311035999999993, 2.1414003, 1.1283239999999992, 0.9818332999999999, 1.7191939000000005, 2.3835629999999988, 3.9783307000000008, 2.2129642999999994, 3.1775434999999987, 1.9616724000000012, 3.3759882999999995, 2.0880174999999994, 2.2163453000000004, 3.1543714999999963, 4.875876500000004, 2.027002700000004, 1.7641132999999982, 2.0316145999999975, 4.4819280999999975, 2.2572951000000003, 2.6380894000000055, 2.8591592000000077, 2.087428299999999, 2.306343300000009, 2.2554358000000008, 2.0641397999999924]",1.9607060133333332,,780.6849315068494,2325,2110036.0000000047,
73,"[0.9043638, 1.1206981, 1.5706619000000002, 1.3229491000000007, 1.4311035999999993, 2.1414003, 1.1283239999999992, 0.9818332999999999, 1.7191939000000005, 2.3835629999999988, 3.9783307000000008, 2.2129642999999994, 3.1775434999999987, 1.9616724000000012, 3.3759882999999995, 2.0880174999999994, 2.2163453000000004, 3.1543714999999963, 4.875876500000004, 2.027002700000004, 1.7641132999999982, 2.0316145999999975, 4.4819280999999975, 2.2572951000000003, 2.6380894000000055, 2.8591592000000077, 2.087428299999999, 2.306343300000009, 2.2554358000000008, 2.0641397999999924]",1.9607060133333332,,773.3108108108108,2342,2121838.0000000075,
74,"[0.9043638, 1.1206981, 1.5706619000000002, 1.3229491000000007, 1.4311035999999993, 2.1414003, 1.1283239999999992, 0.9818332999999999, 1.7191939000000005, 2.3835629999999988, 3.9783307000000008, 2.2129642999999994, 3.1775434999999987, 1.9616724000000012, 3.3759882999999995, 2.0880174999999994, 2.2163453000000004, 3.1543714999999963, 4.875876500000004, 2.027002700000004, 1.7641132999999982, 2.0316145999999975, 4.4819280999999975, 2.2572951000000003, 2.6380894000000055, 2.8591592000000077, 2.087428299999999, 2.306343300000009, 2.2554358000000008, 2.0641397999999924]",1.9607060133333332,,766.6266666666667,2358,2135792.0000000102,
75,"[0.9043638, 1.1206981, 1.5706619000000002, 1.3229491000000007, 1.4311035999999993, 2.1414003, 1.1283239999999992, 0.9818332999999999, 1.7191939000000005, 2.3835629999999988, 3.9783307000000008, 2.2129642999999994, 3.1775434999999987, 1.9616724000000012, 3.3759882999999995, 2.0880174999999994, 2.2163453000000004, 3.1543714999999963, 4.875876500000004, 2.027002700000004, 1.7641132999999982, 2.0316145999999975, 4.4819280999999975, 2.2572951000000003, 2.6380894000000055, 2.8591592000000077, 2.087428299999999, 2.306343300000009, 2.2554358000000008, 2.0641397999999924]",1.9607060133333332,"[2, 4, 3, 4, 2, 0, 2, 3, 2, 3, 1, 4, 1, 1, 2, 2, 1, 4, 2, 2, 1, 3, 2, 4, 0, 3, 4, 1, 1, 3, 0, 5, 5, 5, 2, 3]",760.3815789473684,2363,2136434.100000009,
76,"[0.9043638, 1.1206981, 1.5706619000000002, 1.3229491000000007, 1.4311035999999993, 2.1414003, 1.1283239999999992, 0.9818332999999999, 1.7191939000000005, 2.3835629999999988, 3.9783307000000008, 2.2129642999999994, 3.1775434999999987, 1.9616724000000012, 3.3759882999999995, 2.0880174999999994, 2.2163453000000004, 3.1543714999999963, 4.875876500000004, 2.027002700000004, 1.7641132999999982, 2.0316145999999975, 4.4819280999999975, 2.2572951000000003, 2.6380894000000055, 2.8591592000000077, 2.087428299999999, 2.306343300000009, 2.2554358000000008, 2.0641397999999924]",1.9686629812499998,,752.2857142857143,2368,2143088.000000009,
77,"[0.9043638, 1.1206981, 1.5706619000000002, 1.3229491000000007, 1.4311035999999993, 2.1414003, 1.1283239999999992, 0.9818332999999999, 1.7191939000000005, 2.3835629999999988, 3.9783307000000008, 2.2129642999999994, 3.1775434999999987, 1.9616724000000012, 3.3759882999999995, 2.0880174999999994, 2.2163453000000004, 3.1543714999999963, 4.875876500000004, 2.027002700000004, 1.7641132999999982, 2.0316145999999975, 4.4819280999999975, 2.2572951000000003, 2.6380894000000055, 2.8591592000000077, 2.087428299999999, 2.306343300000009, 2.2554358000000008, 2.0641397999999924]",1.9686629812499998,,744.6410256410256,2375,2150504.700000008,
78,"[0.9043638, 1.1206981, 1.5706619000000002, 1.3229491000000007, 1.4311035999999993, 2.1414003, 1.1283239999999992, 0.9818332999999999, 1.7191939000000005, 2.3835629999999988, 3.9783307000000008, 2.2129642999999994, 3.1775434999999987, 1.9616724000000012, 3.3759882999999995, 2.0880174999999994, 2.2163453000000004, 3.1543714999999963, 4.875876500000004, 2.027002700000004, 1.7641132999999982, 2.0316145999999975, 4.4819280999999975, 2.2572951000000003, 2.6380894000000055, 2.8591592000000077, 2.087428299999999, 2.306343300000009, 2.2554358000000008, 2.0641397999999924]",1.9686629812499998,,737.379746835443,2402,2160084.6000000085,
79,"[0.9043638, 1.1206981, 1.5706619000000002, 1.3229491000000007, 1.4311035999999993, 2.1414003, 1.1283239999999992, 0.9818332999999999, 1.7191939000000005, 2.3835629999999988, 3.9783307000000008, 2.2129642999999994, 3.1775434999999987, 1.9616724000000012, 3.3759882999999995, 2.0880174999999994, 2.2163453000000004, 3.1543714999999963, 4.875876500000004, 2.027002700000004, 1.7641132999999982, 2.0316145999999975, 4.4819280999999975, 2.2572951000000003, 2.6380894000000055, 2.8591592000000077, 2.087428299999999, 2.306343300000009, 2.2554358000000008, 2.0641397999999924]",1.9686629812499998,,730.2875,2423,2170112.1000000075,
80,"[0.9043638, 1.1206981, 1.5706619000000002, 1.3229491000000007, 1.4311035999999993, 2.1414003, 1.1283239999999992, 0.9818332999999999, 1.7191939000000005, 2.3835629999999988, 3.9783307000000008, 2.2129642999999994, 3.1775434999999987, 1.9616724000000012, 3.3759882999999995, 2.0880174999999994, 2.2163453000000004, 3.1543714999999963, 4.875876500000004, 2.027002700000004, 1.7641132999999982, 2.0316145999999975, 4.4819280999999975, 2.2572951000000003, 2.6380894000000055, 2.8591592000000077, 2.087428299999999, 2.306343300000009, 2.2554358000000008, 2.0641397999999924]",1.9686629812499998,"[5, 5, 3, 2, 0, 3, 0, 5, 1, 3, 2, 2, 5, 3, 5, 5, 3, 2, 5, 4, 1, 4, 0, 5, 1, 0, 1, 4, 4, 2, 3, 0, 1, 4, 1, 4]",723.6543209876543,2436,2170276.1000000075,
81,"[0.9043638, 1.1206981, 1.5706619000000002, 1.3229491000000007, 1.4311035999999993, 2.1414003, 1.1283239999999992, 0.9818332999999999, 1.7191939000000005, 2.3835629999999988, 3.9783307000000008, 2.2129642999999994, 3.1775434999999987, 1.9616724000000012, 3.3759882999999995, 2.0880174999999994, 2.2163453000000004, 3.1543714999999963, 4.875876500000004, 2.027002700000004, 1.7641132999999982, 2.0316145999999975, 4.4819280999999975, 2.2572951000000003, 2.6380894000000055, 2.8591592000000077, 2.087428299999999, 2.306343300000009, 2.2554358000000008, 2.0641397999999924]",1.9832325294117643,,714.9024390243902,2446,2170479.700000008,
82,"[0.9043638, 1.1206981, 1.5706619000000002, 1.3229491000000007, 1.4311035999999993, 2.1414003, 1.1283239999999992, 0.9818332999999999, 1.7191939000000005, 2.3835629999999988, 3.9783307000000008, 2.2129642999999994, 3.1775434999999987, 1.9616724000000012, 3.3759882999999995, 2.0880174999999994, 2.2163453000000004, 3.1543714999999963, 4.875876500000004, 2.027002700000004, 1.7641132999999982, 2.0316145999999975, 4.4819280999999975, 2.2572951000000003, 2.6380894000000055, 2.8591592000000077, 2.087428299999999, 2.306343300000009, 2.2554358000000008, 2.0641397999999924]",1.9832325294117643,,707.144578313253,2455,2174974.400000008,
83,"[0.9043638, 1.1206981, 1.5706619000000002, 1.3229491000000007, 1.4311035999999993, 2.1414003, 1.1283239999999992, 0.9818332999999999, 1.7191939000000005, 2.3835629999999988, 3.9783307000000008, 2.2129642999999994, 3.1775434999999987, 1.9616724000000012, 3.3759882999999995, 2.0880174999999994, 2.2163453000000004, 3.1543714999999963, 4.875876500000004, 2.027002700000004, 1.7641132999999982, 2.0316145999999975, 4.4819280999999975, 2.2572951000000003, 2.6380894000000055, 2.8591592000000077, 2.087428299999999, 2.306343300000009, 2.2554358000000008, 2.0641397999999924]",1.9832325294117643,,699.6309523809524,2473,2179825.4000000088,
84,"[0.9043638, 1.1206981, 1.5706619000000002, 1.3229491000000007, 1.4311035999999993, 2.1414003, 1.1283239999999992, 0.9818332999999999, 1.7191939000000005, 2.3835629999999988, 3.9783307000000008, 2.2129642999999994, 3.1775434999999987, 1.9616724000000012, 3.3759882999999995, 2.0880174999999994, 2.2163453000000004, 3.1543714999999963, 4.875876500000004, 2.027002700000004, 1.7641132999999982, 2.0316145999999975, 4.4819280999999975, 2.2572951000000003, 2.6380894000000055, 2.8591592000000077, 2.087428299999999, 2.306343300000009, 2.2554358000000008, 2.0641397999999924]",1.9832325294117643,,692.435294117647,2488,2185699.100000008,
85,"[0.9043638, 1.1206981, 1.5706619000000002, 1.3229491000000007, 1.4311035999999993, 2.1414003, 1.1283239999999992, 0.9818332999999999, 1.7191939000000005, 2.3835629999999988, 3.9783307000000008, 2.2129642999999994, 3.1775434999999987, 1.9616724000000012, 3.3759882999999995, 2.0880174999999994, 2.2163453000000004, 3.1543714999999963, 4.875876500000004, 2.027002700000004, 1.7641132999999982, 2.0316145999999975, 4.4819280999999975, 2.2572951000000003, 2.6380894000000055, 2.8591592000000077, 2.087428299999999, 2.306343300000009, 2.2554358000000008, 2.0641397999999924]",1.9832325294117643,"[5, 2, 4, 3, 4, 3, 5, 2, 4, 3, 4, 3, 4, 3, 2, 2, 1, 5, 1, 5, 2, 2, 4, 1, 5, 4, 5, 5, 3, 4, 2, 0, 0, 5, 2, 4]",687.0232558139535,2489,2185927.9000000088,
86,"[0.9043638, 1.1206981, 1.5706619000000002, 1.3229491000000007, 1.4311035999999993, 2.1414003, 1.1283239999999992, 0.9818332999999999, 1.7191939000000005, 2.3835629999999988, 3.9783307000000008, 2.2129642999999994, 3.1775434999999987, 1.9616724000000012, 3.3759882999999995, 2.0880174999999994, 2.2163453000000004, 3.1543714999999963, 4.875876500000004, 2.027002700000004, 1.7641132999999982, 2.0316145999999975, 4.4819280999999975, 2.2572951000000003, 2.6380894000000055, 2.8591592000000077, 2.087428299999999, 2.306343300000009, 2.2554358000000008, 2.0641397999999924]",2.048295805555555,,680.2988505747127,2490,2192771.400000009,
87,"[0.9043638, 1.1206981, 1.5706619000000002, 1.3229491000000007, 1.4311035999999993, 2.1414003, 1.1283239999999992, 0.9818332999999999, 1.7191939000000005, 2.3835629999999988, 3.9783307000000008, 2.2129642999999994, 3.1775434999999987, 1.9616724000000012, 3.3759882999999995, 2.0880174999999994, 2.2163453000000004, 3.1543714999999963, 4.875876500000004, 2.027002700000004, 1.7641132999999982, 2.0316145999999975, 4.4819280999999975, 2.2572951000000003, 2.6380894000000055, 2.8591592000000077, 2.087428299999999, 2.306343300000009, 2.2554358000000008, 2.0641397999999924]",2.048295805555555,,674.5909090909091,2490,2206048.5000000075,
88,"[0.9043638, 1.1206981, 1.5706619000000002, 1.3229491000000007, 1.4311035999999993, 2.1414003, 1.1283239999999992, 0.9818332999999999, 1.7191939000000005, 2.3835629999999988, 3.9783307000000008, 2.2129642999999994, 3.1775434999999987, 1.9616724000000012, 3.3759882999999995, 2.0880174999999994, 2.2163453000000004, 3.1543714999999963, 4.875876500000004, 2.027002700000004, 1.7641132999999982, 2.0316145999999975, 4.4819280999999975, 2.2572951000000003, 2.6380894000000055, 2.8591592000000077, 2.087428299999999, 2.306343300000009, 2.2554358000000008, 2.0641397999999924]",2.048295805555555,,671.2022471910112,2503,2222169.100000005,
89,"[0.9043638, 1.1206981, 1.5706619000000002, 1.3229491000000007, 1.4311035999999993, 2.1414003, 1.1283239999999992, 0.9818332999999999, 1.7191939000000005, 2.3835629999999988, 3.9783307000000008, 2.2129642999999994, 3.1775434999999987, 1.9616724000000012, 3.3759882999999995, 2.0880174999999994, 2.2163453000000004, 3.1543714999999963, 4.875876500000004, 2.027002700000004, 1.7641132999999982, 2.0316145999999975, 4.4819280999999975, 2.2572951000000003, 2.6380894000000055, 2.8591592000000077, 2.087428299999999, 2.306343300000009, 2.2554358000000008, 2.0641397999999924]",2.048295805555555,,668.5666666666667,2517,2252795.900000005,
90,"[0.9043638, 1.1206981, 1.5706619000000002, 1.3229491000000007, 1.4311035999999993, 2.1414003, 1.1283239999999992, 0.9818332999999999, 1.7191939000000005, 2.3835629999999988, 3.9783307000000008, 2.2129642999999994, 3.1775434999999987, 1.9616724000000012, 3.3759882999999995, 2.0880174999999994, 2.2163453000000004, 3.1543714999999963, 4.875876500000004, 2.027002700000004, 1.7641132999999982, 2.0316145999999975, 4.4819280999999975, 2.2572951000000003, 2.6380894000000055, 2.8591592000000077, 2.087428299999999, 2.306343300000009, 2.2554358000000008, 2.0641397999999924]",2.048295805555555,"[5, 3, 2, 4, 3, 4, 2, 2, 0, 2, 2, 5, 1, 2, 1, 1, 4, 1, 4, 0, 4, 1, 2, 2, 1, 5, 1, 5, 1, 1, 1, 1, 2, 3, 4, 2]",668.6483516483516,2523,2254713.5000000056,
91,"[0.9043638, 1.1206981, 1.5706619000000002, 1.3229491000000007, 1.4311035999999993, 2.1414003, 1.1283239999999992, 0.9818332999999999, 1.7191939000000005, 2.3835629999999988, 3.9783307000000008, 2.2129642999999994, 3.1775434999999987, 1.9616724000000012, 3.3759882999999995, 2.0880174999999994, 2.2163453000000004, 3.1543714999999963, 4.875876500000004, 2.027002700000004, 1.7641132999999982, 2.0316145999999975, 4.4819280999999975, 2.2572951000000003, 2.6380894000000055, 2.8591592000000077, 2.087428299999999, 2.306343300000009, 2.2554358000000008, 2.0641397999999924]",2.197115842105263,,665.3804347826087,2531,2272800.8000000017,
92,"[0.9043638, 1.1206981, 1.5706619000000002, 1.3229491000000007, 1.4311035999999993, 2.1414003, 1.1283239999999992, 0.9818332999999999, 1.7191939000000005, 2.3835629999999988, 3.9783307000000008, 2.2129642999999994, 3.1775434999999987, 1.9616724000000012, 3.3759882999999995, 2.0880174999999994, 2.2163453000000004, 3.1543714999999963, 4.875876500000004, 2.027002700000004, 1.7641132999999982, 2.0316145999999975, 4.4819280999999975, 2.2572951000000003, 2.6380894000000055, 2.8591592000000077, 2.087428299999999, 2.306343300000009, 2.2554358000000008, 2.0641397999999924]",2.197115842105263,,663.010752688172,2537,2294933.000000001,
93,"[0.9043638, 1.1206981, 1.5706619000000002, 1.3229491000000007, 1.4311035999999993, 2.1414003, 1.1283239999999992, 0.9818332999999999, 1.7191939000000005, 2.3835629999999988, 3.9783307000000008, 2.2129642999999994, 3.1775434999999987, 1.9616724000000012, 3.3759882999999995, 2.0880174999999994, 2.2163453000000004, 3.1543714999999963, 4.875876500000004, 2.027002700000004, 1.7641132999999982, 2.0316145999999975, 4.4819280999999975, 2.2572951000000003, 2.6380894000000055, 2.8591592000000077, 2.087428299999999, 2.306343300000009, 2.2554358000000008, 2.0641397999999924]",2.197115842105263,,661.3936170212766,2575,2317900.3,
94,"[0.9043638, 1.1206981, 1.5706619000000002, 1.3229491000000007, 1.4311035999999993, 2.1414003, 1.1283239999999992, 0.9818332999999999, 1.7191939000000005, 2.3835629999999988, 3.9783307000000008, 2.2129642999999994, 3.1775434999999987, 1.9616724000000012, 3.3759882999999995, 2.0880174999999994, 2.2163453000000004, 3.1543714999999963, 4.875876500000004, 2.027002700000004, 1.7641132999999982, 2.0316145999999975, 4.4819280999999975, 2.2572951000000003, 2.6380894000000055, 2.8591592000000077, 2.087428299999999, 2.306343300000009, 2.2554358000000008, 2.0641397999999924]",2.197115842105263,,659.6947368421053,2612,2341472.6999999983,
95,"[0.9043638, 1.1206981, 1.5706619000000002, 1.3229491000000007, 1.4311035999999993, 2.1414003, 1.1283239999999992, 0.9818332999999999, 1.7191939000000005, 2.3835629999999988, 3.9783307000000008, 2.2129642999999994, 3.1775434999999987, 1.9616724000000012, 3.3759882999999995, 2.0880174999999994, 2.2163453000000004, 3.1543714999999963, 4.875876500000004, 2.027002700000004, 1.7641132999999982, 2.0316145999999975, 4.4819280999999975, 2.2572951000000003, 2.6380894000000055, 2.8591592000000077, 2.087428299999999, 2.306343300000009, 2.2554358000000008, 2.0641397999999924]",2.197115842105263,"[3, 2, 4, 4, 2, 4, 2, 2, 2, 2, 2, 2, 1, 5, 0, 0, 5, 5, 5, 3, 3, 2, 4, 0, 1, 5, 1, 1, 3, 1, 1, 4, 4, 5, 4, 4]",662.8958333333334,2640,2350738.7999999984,
96,"[0.9043638, 1.1206981, 1.5706619000000002, 1.3229491000000007, 1.4311035999999993, 2.1414003, 1.1283239999999992, 0.9818332999999999, 1.7191939000000005, 2.3835629999999988, 3.9783307000000008, 2.2129642999999994, 3.1775434999999987, 1.9616724000000012, 3.3759882999999995, 2.0880174999999994, 2.2163453000000004, 3.1543714999999963, 4.875876500000004, 2.027002700000004, 1.7641132999999982, 2.0316145999999975, 4.4819280999999975, 2.2572951000000003, 2.6380894000000055, 2.8591592000000077, 2.087428299999999, 2.306343300000009, 2.2554358000000008, 2.0641397999999924]",2.188610185,,659.659793814433,2678,2370673.399999998,
97,"[0.9043638, 1.1206981, 1.5706619000000002, 1.3229491000000007, 1.4311035999999993, 2.1414003, 1.1283239999999992, 0.9818332999999999, 1.7191939000000005, 2.3835629999999988, 3.9783307000000008, 2.2129642999999994, 3.1775434999999987, 1.9616724000000012, 3.3759882999999995, 2.0880174999999994, 2.2163453000000004, 3.1543714999999963, 4.875876500000004, 2.027002700000004, 1.7641132999999982, 2.0316145999999975, 4.4819280999999975, 2.2572951000000003, 2.6380894000000055, 2.8591592000000077, 2.087428299999999, 2.306343300000009, 2.2554358000000008, 2.0641397999999924]",2.188610185,,656.8979591836735,2696,2393087.7999999966,
